company_id,year,net_profit_margin,operating_profit_margin,roe,roce,roa,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning,net_debt,asset_turnover,eps_ratio,dividend_payout_ratio,id,company_name,roe_percentage,roce_percentage,roe_difference,roce_difference,category
ABB,Mar 2023,17.74163395027108,22.546270330902974,29.767879548306148,36.53438352014541,20.82967515364355,0.03544542032622334,0,85.0,,0,113.0,1.1740561896400352,447.0,73.0,ABB,Abbott India Ltd,34.9,46.0,5.132120451693851,9.465616479854589,Formula Difference
ABB,Mar 2024,20.533424517011454,24.84185330825782,32.46823465801568,38.41882601797991,23.127286732139417,0.022438496891051634,0,141.75,,0,83.0,1.1263238975544,565.0,73.0,ABB,Abbott India Ltd,34.9,46.0,2.431765341984317,7.58117398202009,Source Difference
ADANIENSOL,Mar 2014,,,0.0,0.0,,0.0,0,,Debt Free,0,0.0,,0.0,,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,8.59,9.0,Formula Difference
ADANIENSOL,Mar 2015,-5.343511450381679,77.09923664122137,-0.6463527239150507,0.936572700296736,-0.06091193873999304,8.95752539242844,1,1.4246575342465753,,1,9701.0,0.011399234249912982,0.0,0.0,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,9.23635272391505,8.063427299703264,Formula Difference
ADANIENSOL,Mar 2016,16.773017319963536,87.83044667274385,13.77245508982036,17.118237541085545,3.1329814404903797,3.2129491017964074,0,2.0867293625914316,,0,8565.0,0.18678699131619275,3.0,0.0,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,5.18245508982036,8.118237541085545,Formula Difference
ADANIENSOL,Mar 2017,14.464534075104313,68.94993045897078,14.116050220563285,16.633115249119275,3.2472094293966123,3.045469969460468,0,2.2179203539823007,,0,8870.0,0.22449457497463118,4.0,0.0,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,5.526050220563285,7.633115249119275,Formula Difference
ADANIENSOL,Mar 2018,28.98073022312373,71.65314401622717,18.87072808320951,17.142857142857142,6.620330147697655,1.7216443784051512,0,3.31489841986456,,0,10428.0,0.22843903851723138,10.0,0.0,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,10.28072808320951,8.142857142857142,Formula Difference
ADANIENSOL,Mar 2021,12.996171670360667,39.79447914567802,14.46350487722839,10.967956905647803,2.9837627792940737,3.0378966251821953,0,2.3925366084081245,,0,26653.0,0.22958782439746495,11.0,0.0,ADANIENSOL,Adani Energy Solutions Ltd,8.59,9.0,5.87350487722839,1.967956905647803,Formula Difference
ADANIENT,Mar 2013,2.6264150943396225,12.983288409703503,5.692652832305104,6.636319548540694,1.0887540113166057,3.240418769863526,0,2.2325315005727377,,0,69009.0,0.41453996120531683,15.0,10.0,ADANIENT,Adani Enterprises Ltd,13.64,11.6,7.947347167694897,4.963680451459306,Formula Difference
ADANIENT,Mar 2016,2.9404845918607387,4.951776052693484,7.4749588877261175,5.174055980581928,2.399289810216176,1.4328748691882194,0,2.0103168754605747,,0,18364.0,0.8159504786583172,9.0,4.0,ADANIENT,Adani Enterprises Ltd,13.64,11.6,6.165041112273883,6.425944019418072,Formula Difference
